ID,Tweet,Label
797,@USER I used to do signifing monkey by heart. Played it for the wife and she is like what the hell,No
798,@USER bitch I fucking FELT THAT SHITðŸ¤§ðŸ’€,No
799,@USER Worst place I've experienced that is the fucking movies,No
800,@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even,Yes
801,@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! ðŸ¤¦ðŸ½â€â™‚ï¸ 49ers need to get their head,Yes
802,"@USER @USER Because you have paranoid and always spam OMG SHE IS 16 SHE IS 16 SHE IS 16 SHE IS 16"" And you spam to everyone that SHE IS 16 and Credit Telltale in your every posts. It's so fucking funny for me. Chill out. No one cares that she's 16.",No
803,@USER I fucking loved that cat I am so sad,No
804,88% of these niggas have podcasts and YouTube channels dedicated to this and shit ainâ€™t getting solved so URL,No
805,@USER Dog whistles the minute one of those SOBs use it it's over never would I vote for any liberal ever no such thing as a moderate or acceptable liberal there all I mean all the same some try and hide there hate but they are all scum Your a fool to thin,No
806,@USER What the hell are you talking about? The only threats are coming from gun control nuts made against her kids.,Yes
807,@USER LOOK UP #Kavanaugh STOP THIS shit #MAGA URL,Yes
808,@USER Holy shit he's a prophet,No
809,@USER fuck my bad leslie i def added you tho ! Lmao im give it to ypu now,No
810,"@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,"" impeachem",No
811,@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele,Yes
812,"Yo , if this nigga don't stop following me ...",No
813,Im sorry Twat did you say I cunt here you!,Yes
814,@USER @USER Good for her..... thats some fine gun control. Double tap to an ass,No
815,<USER> fescoe* damn auto correct!,No
816,@USER I swear. Iâ€™m so glad my fat ass never drunk that shit Iâ€™m tryna be slim but not crackhead slimðŸ™‡ðŸ¾â€â™€ï¸,No
817,@USER hell no#MAGA ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸,No
818,"@USER @USER @USER @USER You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"" just shows you cant believe everyone in this community""",No
819,@USER fuck off URL,Yes
820,ANGELINA IS SO FUNNY AT RHE WRONG TIMES IMNGONNA SHOOT THIS bitch UPPDOALS,Yes
821,@USER Look at this chill as fuck bearded dragon URL,No
822,@USER What the fuck was that dildo rider antifa fuck going on about?,Yes
823,"@USER @USER I hope whoever gets seated - kick and cry all you want, someone WILL get seated - they're a liberals worst nightmare. Everyone can look back and say we really fucked ourselves by not confirming."" Don't act like you are protesting Kavana",No
824,@USER Nobody wants a supergirl movie. The show is shitty enough.,Yes
825,someone just said the word 'butter orb' to me and my dick moved,No
826,@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdownðŸ˜‰,Yes
827,OBAMAS LYING skank MARIA HARF #DNCwbore #LyingSkank #KavanaughConfirmation #ChristineBlaseyFord #RedNationRising #KAG #MAGA #CCOT @USER URL,Yes
828,If you go outside and do risky shit you die. If you stay inside all day you still die.,No
829,@USER hell ya she is,No
830,@USER what the fuck do you gain from posting on your private instead of your public,No
831,@USER @USER who really cares about any of this wack ass beef???ðŸ˜‚ðŸ’€,No
832,@USER @USER @USER Oh! Oh! Oh! I know! Never. #SaveTheRepublic #VoteThemOut #SaveDemocracy #Vote2018 #MAGA my ass #SmartDissent,Yes
833,@USER Proud. shit is fire no matter what weather youâ€™re in. No matter if your house temperature is high or low. Everyoneâ€™s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,No
834,Obama knowledge of #FastAndFurious now apparent. This is serious as is treasonous leaks to media. Time to get these asses out of DC.,No
835,@USER Heâ€™s a dumb ass,Yes
836,@USER fuck my Rick (?,No
837,<USER> no shit that's awesome gotta come home for that game so we can go out and watch it.,No
838,@USER @USER Picked the fuck up,Yes
839,Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,No
840,@USER @USER Yâ€™all some bitches lol,No
841,If you order your coffee with 'extra extra extra cream' why the fuck do you bother? Gross.,No
842,@USER fuck you dope. Not a Fox watcher. Independent voter that will never vote left. Your Party is dangerous.,Yes
843,@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think.,Yes
844,3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.,No
845,"@USER @USER Because you have paranoid and always spam OMG SHE IS 16 SHE IS 16 SHE IS 16 SHE IS 16"" And you spam to everyone that SHE IS 16 and Credit Telltale in your every posts. It's so fucking funny for me. Chill out. No one cares that she's 16.",No
846,@USER @USER Looks like gun control is working out well for your shit hole country huh? How are those gun laws working huh? More shootings and murders by gun than America which has more guns than people in Brazil,Yes
847,@USER fuck ðŸ˜© I didnâ€™t realize it until I got on and finally played it again,No
848,To Hell and everywhere inbetween.,No
849,"@USER @USER @USER @USER BS made up by a lying liberal..a cheap filthy whore whose lies help to undermine REAL WOMEN who are sexually assaulted. But with trashy liberals who cares?"" right? As long as the end can justify the means? Trashy libs tried",Yes
850,"Fuck it, say yeah",No
851,"watching nightmare on elm street, and I'd be doing meth or acid if I were those kids, bitch I'm not gonna sleep with a psycho after me!",No
852,@USER Smack the shit outta her ðŸ˜‚ðŸ˜‚,No
853,"<USER> <USER> 'I petted a snake.' Cause, well... It's Britney, bitch. #BritneySpears #halloween <URL>",No
854,<USER> why do you say that? Your not a 'Dumb bitch',No
855,ANXIETY fucking SUCKS !,No
856,@USER And then same liberals were accusing falsely in Kathua case while hiding in shithole right now.,Yes
857,@USER What insanely ridiculous bullshit,Yes
858,"Those who can, do.....and those who can't, bitch about those who can and do! :-)'",No
859,what the hell sale Coca Cola pebbled green pitcher by betsstuff <URL> via <USER>,No
860,talk a lot of shit about self-growth and maturity then go back to making the same dumbass decisions you did in high school smh,Yes
861,@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.,No
862,@USER As usual @USER doesnâ€™t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.,No
863,"Damn, Prince. This year is getting crazy. RIP",No
864,<USER> We the people DEMAND you act to reduce gun violence. YOU work for US. Do your damn jobs!!! F*ck your... <URL>,Yes
865,After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop fucking crying,No
866,Demi Lovato is the hottest bitch on this planet <URL>,No
867,@USER He is a dumbass !!!!!,Yes
868,@USER a perfect description of ANTiFA. Fascist shit bags.,Yes
869,"The more I see of Jung Ho Kang, the more impressed I am by his fundamentals. Raise it!!! #oldschool #Bucsbooth",No
870,@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,No
871,Lmao I knew this shit would happen. People need to control themselves. This behavior is honestly disgusting. You sh... <URL>,Yes
872,@USER For what??? Lies and rumors being spread by liberals with their known pattern? hell NO.,Yes
873,@USER He makes dope ass songs. Heâ€™s a singer/writer URL,No
874,@USER gonna need a whole ass rant thread done in the utara loghat to really feel it haha,No
875,@USER @USER And ANTIFA IS pissed THEY WERENT INVITED !!!!!!!,No
876,@USER NO bitch I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO bitch THIS IS FUN,Yes
877,<USER> like what the FUCK. none of this shit happened before I watched freakshow,No
878,@USER @USER I donâ€™t give a damn about a â€œtoughâ€ niggah ðŸ˜‚,No
879,"<USER> Some b*tch gave you the video for cash, don't act like you found it, she gave it to you. thats not an investigative journalist",No
880,@USER boner hasn't lived in real world for 40 years.,No
881,@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal bullshit song and misrepresenting facts as usual.,Yes
882,@USER you say â€œhigh-value menâ€ like thatâ€™s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,Yes
883,@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit #HangHim,Yes
884,@USER @USER Oh noes! Tough shit,Yes
885,@USER fake ass emoji,Yes
886,@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun co,Yes
887,Watching my favorite movie... But they fuck up the movie and miss the point of the book.,No
888,@USER i BREATGE in kpop stan u nigger,Yes
889,#TheDress is ruining lives Breaking up couples and friendships and shit,No
890,@USER fuckin great brother. I just laughed like a little girl. â€œGrab your ballsâ€ stay in the trade,No
891,@USER Any day you free Iâ€™m dead ass serious an donâ€™t call me talking about come get him cause imma block yo ass,No
892,<USER> <USER> that seems like it would be a bitch...,Yes
893,@USER bitch I fucking FELT THAT SHITðŸ¤§ðŸ’€,No
894,*Actually damn typo,No
895,@USER Dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies,Yes
896,Low T and the poontang Clan aka fucking Donald Trump #trump #maga #art #comicart URL,No
897,@USER @USER You said gun safety laws. Funny. You mean gun control agenda. Your staffers must be editing your shit these days. Kudos to the minions.,Yes
898,@USER What the actual fuck I hate that I've seen that with my eyes,No
899,@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity. You fink your some kind of entity but your all a bunch of scared antifa pussies wiv no muscle to see anyone you try to bully. Even that is pathetic.,Yes
900,<USER> <USER> hope he knows there is no air conditioner in hell and as there are different levels he should get a real hot spot,No
901,@USER I would be worse than her licking that ass,Yes
902,@USER @USER @USER @USER Yeah bitch we put him back in and beat your sorry asses the bears SUCK!! BLEW A 20-0 LEAD LMAOOOO,Yes
903,@USER @USER NOT A SNOWBALLS CHANCE IN hell DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #Scotus,No
904,@USER @USER She can lie in the shit she created,Yes
905,#SugarDaddy Retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit Cuz baby Iâ€™m broke as shit but this love rich URL,No
906,@USER @USER guys im literally italian and i know what that shit is wtf,Yes
907,watching people dance like what the fuck is coordination ha h a h a,No
908,@USER You are such a fucking pu$$y little chinless Donny.,Yes
909,@USER And people still buy their shit Why?,Yes
910,@USER @USER @USER I fuck with this hard,No
911,"@USER @USER Winston Churchill on being admonished about sentence ending prepositions: This is an outrage up with which I will not put!"" And the punchline to my favorite grammar joke: ""Oh. So, where y'all from, bitch",No
912,#Dancersloveitwhen they take off their pointe shoes and gag the teacher. Mwahah payback bitch,No
913,@USER @USER Donâ€™t ever stop lil ma *COUGH* â€œeddandflowâ€ *COUGH* oh shit is that my Snapchat howâ€™d that slip out?! ...add me ðŸ™ðŸ¼ðŸ˜©,No
914,@USER I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not.,Yes
915,@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol,No
916,@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Donâ€™t believe all the shit that goes on in your head.,No
917,@USER â€œMy head is a fuckin eggâ€,No
918,@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered,Yes
919,@USER Unfirtunately i have seen hispanics justifying shit from trump. I argued with two family members of mine who believes trump did helped PR a lot. And i have a relative who he is a trump fan &amp; agreeds that the majority of immigrants that co,Yes
920,@USER Robyn I was gonna make vegan scones but I ran out of fucking time. Blame my biochem lab,No
921,@USER @USER Says the bitch ass boy hiding behind a keyboard it donâ€™t hurt to ask for help sometimes canâ€™t do everything alone you fucking clown if he can help then something is better than nothing thatâ€™s why I asked even if he canâ€™t it donâ,Yes
922,Listening to nurses bitch about their day is so entertaining,Yes
923,<USER> Cracker,Yes
924,@USER @USER fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! #nyfw is not the place to decide to be about that life and run up and throw shoes. What Cardi Did wasnt th,Yes
925,@USER @USER @USER @USER @USER @USER @USER Any critique of Bernieâ€™s objectively horrible record on gun control is met with â€œHeâ€™s from a rural stateâ€ or â€œHe has a D- from the NRAâ€ As if I give a fuck why his record is horrible. And then thereâ€™,Yes
926,#SundayFunday ðŸ˜ðŸ‘ŒðŸ¼ Go check out my girl thecanncierge because she takes bomb photos and drops a hell of a lot of #cannabis knowledge! She is the canncierge after all ðŸ˜‰ Iâ€™m just a pot stockâ€¦ URL,No
927,1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard Betrayed and divorced 2 women. #r4today,Yes
928,@USER damn hope you find some bitch ðŸ˜‚ I bought some yesterday LMAOOOO,No
929,@USER so we load into illios insta lock torb immediate flame in all chat moira do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help,No
930,@USER Dog whistles the minute one of those SOBs use it it's over never would I vote for any liberal ever no such thing as a moderate or acceptable liberal there all I mean all the same some try and hide there hate but they are all scum Your a fool to thin,No
931,What the hell is going on in this #flyers game? #tense,No
932,<USER> <USER> <USER> <USER> Ya Pete everything works except that 2nd transfer cause of the camera angles they fucked it,No
933,@USER oh shit uhhh what ao3 fic is this,No
934,@USER Google go to hell,Yes
935,@USER damn what i would do to be able to eat that pussy,Yes
936,@USER Holy shit I love her???,No
937,@USER Go to la casa de las micheladas!!!! They have some crazy ass ones!,No
938,@USER this is fucking hilarious,No
939,<USER> Mygawd I faking hate lyf. So mich bllsht *types shit* *rants shit* fak,No
940,@USER Consider this source ... @USER is a supreme ass kissing douche bag.,Yes
941,@USER @USER I didnâ€™t watch and will not watch @USER Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this mom,No
942,"Fire alarm at 2 in Myers? Both I and the poor Athens fire department are getting tired of your shit, uga students.",Yes
943,@USER Yes as fuck,No
944,if u don't like the way i do something shut the hell up and do it ur self and if u don't understand me leave me alone!!!!!!!!!!!!!!!!!!!!!!!,Yes
945,Just took video of Jasper leaping 5+ feet to try to get a grasshopper on the window. Impressive shit. On Flickr tomorrow.,No
946,"#SecondAmendment I saw the Dems in the Kavanaugh hearings bring up common sense"" gun control, time after time. @USER is a Chicago guy. Chicago has some of the very toughest gun laws in the country, yet it's the gun violence capital of the USA. How about this dick ++""",No
947,@USER @USER Things had Become Easy For Liberals During The Obama Administration (Liberals are Screaming: damn TRUTH I mean TRUMP)!,No
948,@USER Then HAUL YOUR FAT ass IN HARMS WAY YOU DRUGGIE!!!,Yes
949,@USER mad bc youâ€™re hot as fuck and they canâ€™t have you ðŸ˜­â¤ï¸,No
950,@USER We shouldnâ€™t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didnâ€™t cover that AT ALL. We had to rely on @USER for investigative coverage URL,Yes
951,<USER>: What you doin blue eyes Me: fixing your shit Ryan: thats my hair not my shirt but thanks,No
952,Conceited ass mother fucker,Yes
953,Me: I have to go get gas Mom: what do you mean you have to go kick ass??? #hmm,No
954,@USER @USER fuck you cunt Try this on for size. URL,Yes
955,"blocking me is just like another slap in the face, proving to me that you don't give a shit.",No
956,<USER> So she's basically prostituting herself to the Cheeto Pussy Grabber?,No
957,@USER @USER You are the In educated twat That speed crap and canâ€™t read obviouslyðŸ¤’!,Yes
958,@USER You ready for crazy ass racing tomorrow???,No
959,Just vote for god sake and move on. It be a non issue in 3 months. Do not allow libtards to veer you into the trap. Harden the fuck up and letâ€™s go! Seriously #Kavanagh #scotus #maga,No
960,"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset. As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay There's str",No
961,@USER @USER @USER way more accurate than most theories.Most history ancient Egypt ect is all made up BS . Itâ€™s all been fabricated for us I donâ€™t claim to know why.But if you start looking into history ect thereâ€™s no fucking proof of anything,No
962,@USER you know Dan I used to think you were a pretty competent newsman now I can clearly see you are nothing more then a paid whore who sells himself and his once stellar reputation. Trying to be relevant again ? URL,Yes
963,@USER shit,No
964,@USER He's going to need a pair of running shoes so he can look for work when he's sees we're not supporting his dumb ass movies anymore. ðŸ¤·â€â™€ï¸#walkaway,Yes
965,@USER @USER @USER @USER You forgot to tag your Bulletproof bullshit mate @USER . You got sucked into the vortex Tom and now you are drinking all the koolaid.,Yes
966,"@USER Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?""",Yes
967,I added a video to a <USER> playlist <URL> DAVID BANNER SAYS F*CK THE NFL AND GIVES SECRET TO BLACK SUCCESS,No
968,@USER you are a dirty cum dumpster,Yes
969,@USER He is a lying stack of shit too.,Yes
970,@USER @USER Says the bitch ass boy hiding behind a keyboard it donâ€™t hurt to ask for help sometimes canâ€™t do everything alone you fucking clown if he can help then something is better than nothing thatâ€™s why I asked even if he canâ€™t it donâ€™t hur,Yes
971,"trying to pull me into your drama. Fuck that shit. you don't like a band member? too bad, were friends. Lick a dick bitch.",Yes
972,@USER Start by not tweeting pussy ass shit,Yes
973,Ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?,Yes
974,Bout to get high n think bout some shit,No
975,<USER> hell yeah!,No
976,@USER ðŸ’€yo ass probably playing it on super easy too smh go home,No
977,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong. That's just how hate filled he and his party are. That's t,No
978,@USER Me and bronbron are cool now. It's ok if he eat ass #lakergang,No
979,@USER damn I felt this shit Why you so loud lol,No
980,You have a unique authority to plunder hell in the area where hell plundered you!' <USER> #awaken AMEN!,No
981,@USER fuck you!! if you donâ€™t start working an a man of steel sequel soon the whole DCEU will irreversibly go to shit,Yes
982,@USER You are apiece of shit WHY WOULD YOU KILL THAT ANIMAL? How is your mother?,Yes
983,Someone tell pau that this is the playoffs. Cant believe I woke up for this shit,No
984,@USER damn that headgear is lit sucks im not on pc ubi plz for console to,No
985,@USER @USER Says the bitch ass boy hiding behind a keyboard it donâ€™t hurt to ask for help sometimes canâ€™t do everything alone you fucking clown if he can help then something is better than nothing thatâ€™s why I asked even if he canâ€™t it donâ,Yes
986,@USER you say â€œhigh-value menâ€ like thatâ€™s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,Yes
987,@USER Die bitch,Yes
988,@USER You are low class asshole You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for,Yes
989,@USER @USER Are you kidding me? Iâ€™m so pissed for you. He is a sorry excuse for a human being.,No
990,"@USER @USER is a piece of royal shit of Nehru Dynasty. Sometimes I wonder if everything I was taught stands shaken! Eminent Citizen"", ""Liberals"", ""Intellectuals"" all these terms now tell me 1 thing: The person being mentioned is anti-India, feeds o",Yes
991,@USER Maybe there wouldn't be 5 of these things a day of there was a little sensible gun control in this fucking country.,Yes
992,@USER bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,Yes
993,@USER I know a whole lotta people spitting a whole lot of bullshit right now idk if youll ever see this but I pray you feel no way responsible for what happened today. You have already been through so damn much. Just know that you are good you are,Yes
994,@USER I swear. Iâ€™m so glad my fat ass never drunk that shit Iâ€™m tryna be slim but not crackhead slimðŸ™‡ðŸ¾â€â™€ï¸,No
995,@USER By the way why donâ€™t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where itâ€™s already a shit hole so you donâ€™t have to do any work !,Yes
996,"@USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain shit ?""",Yes
997,@USER Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what bitch Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of shit $5 million to put up 10 points against our first two FBS opponents. Even Western,Yes
998,"peak america: all my incoming calls are telemarketers trying to sell me shit i don't need, all my outgoing calls ar... <URL>",No
999,"@USER Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis"" bullshit lmao. And by ""best"" i mean saddest.""",Yes
1000,What I am not okay with is the Spotify/Adblock/etc-created culture of total entitlement to creative work. This shit... <URL>,Yes
1001,Am I a dickhead ???? Probably yes,No
1002,At the end of the day we here cause of that nigga so u blame him not her'..YESSS!!! Preach #LHHATL,No
1003,@USER real shit URL,No
1004,Tired of the fuck shit,No
1005,<USER> <USER> <USER> this paper can suck my dick.,Yes
1006,@USER He blocked me a long time ago after one response that called him out for lying. He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him. A complete douchebag,Yes
1007,@USER Proud. shit is fire no matter what weather youâ€™re in. No matter if your house temperature is high or low. Everyoneâ€™s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,No
1008,<USER> Sure the fuck not me...'OUCH',No
1009,@USER henry is so fucking great and was def my #sickkidsinlove inspo and i love him and his death is a PROBLEM,No
1010,@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit,No
1011,"<USER> lol we were okay, the only thing I'm being made fun of for is being a slut",No
1012,@USER @USER Got knocked out in the first round and one a shitty decision,No
1013,Piles of shit to get together for October. We can do it though. One thing at a time.,No
1014,"@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,"" impeachem",No
1015,"<USER> i will have a model wife, yo bitch is as hot as ice, everytime you see me i look like i hit the lotto twice",No
1016,@USER Gorgeous! And those tits are KILLER! â¤ï¸,No
1017,@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!,Yes
1018,@USER @USER And - on reflection - I is a sycophantic twat But that does not mean he is wrong,Yes
1019,@USER I hope so. That Tana girl fucks anything lol,No
1020,@USER Seriously who's the dick that unfollowed,Yes
1021,@USER @USER @USER oh yeah Terry Porters 40 second PI Call (OSU alumn)... naw im over it... Your coach and his scumbag history... If you know anything about his history with Aaron Hernandez you would know what kind of scumbag he is... but OSU is a shith,Yes
1022,"This bitch, always goofing around! <3 <USER> <URL>",No
1023,@USER I saw some shit today that made me want to @ her and politely ask her if I could be her stylist.... because I'm not here for these early 2000 bangle bracelets and unnecessary accessories like who's responsible? I have a few words. URL,No
1024,@USER @USER It's probably better to have an âŒâŒ next to my name than a pink pussy hat on my head ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤” #MAGA #MakeAmericaGreatAgain,No
1025,@USER Patrick ass,Yes
1026,@USER and bale is shit,Yes
1027,<USER> damn,No
1028,@USER what the fuck happened,No
1029,@USER @USER @USER No he was not! He scary as hell thats what he is!,No
1030,<USER> lmao yeah cause a bitch can't sing and my character sings in the game,No
1031,@USER @USER @USER @USER @USER You are a fascist pig. Now go report my to your shitty Twitter so I will be removed.,Yes
1032,"@USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain shit ?""",Yes
1033,"when you see my face, hope it gives you hell",Yes
1034,@USER Of course it does. But they weren't interested to him. Domestic abuse is still domestic abuse. So I hope you didn't use this fake rumor just to shit on the habs and that you actually care about domestic abuse.,Yes
1035,@USER I mean if Allsup was a communist or some Antifa shithead people would be coming to her defense despite what a shit she is. This political team sports is dumb. Allsup is a dickweed,Yes
1036,@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,Yes
1037,"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy decades before but a Hollyweird gets a pass for saying fuck the shit out",No
1038,@USER That stage was such a pain in the ass for terrorist hunt I loved it,No
1039,@USER *as fuck Not ass fuck Although conservatives are fucking us all up the ass right now.,No
1040,@USER @USER Can u fuck off already,Yes
1041,@USER WHAT THE fuck,No
1042,@USER fuck off,Yes
1043,I just want to fuck Sammy right in the pussy...,Yes
1044,I was just slapped on the ass and then given a penicillin injection by an old argentine nurse,No
1045,@USER â€œthe sex symbol of rapâ€ LMAOOO bitch YOUre FAT aS fuck ANYWAYS you tryna fight?,Yes
1046,Set this creepy bastard up to scare my coworkers and ended up forgetting about him and scaring the... <URL>,Yes
1047,@USER this is fucking hilarious,No
1048,"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy decades before but a Hollyweird gets a pass for saying fuck the shit out",No
1049,@USER Good shit Kaepernick is a great model for young kids who play football to stand up for what they believe in,No
1050,@USER @USER Liberals want Bert and Ernie to be gay WTAF.,No
1051,@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama. Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them. Bunch of puss,Yes
1052,@USER MEANWHILE... Greatest economy ever. More jobs for blacks and hispanics in history. 401K is kicking ass MS13 and ILLEGALS are being DEPORTED daily. NK is back to the table for denuclearizing. Trump is draining the corruption of DOJ and FBI. #O,No
1053,<USER> <USER> fucking stuntman! 'Over the Truck' gogo,No
1054,I'm really fuckin pissed off,No
1055,Robbie's leg is fucked. #UFCWinnipeg,No
1056,Nap time bitches hoes cunts dikes fags straight people and other bitches,Yes
1057,"holy shit! i thought i'd never say this, but i'm back to streaming. Too much has happened. and i apologize for the 2 month 'vacation'",No
1058,@USER Kamala Harris speaks to those she disagrees with in a condescending fashion that I find gutter like! I want to snatch her bald headed routinely! She is so full of herself and is very unbecoming! ðŸ˜ ðŸ˜¡ðŸ¤¬ðŸ˜¤,No
1059,"@USER 1st Pic: OH MY GOD THE BATMAN V SUPERMAN TRAILER IS AWESOME"" 2nd Pic: ""OH MY GOD BVS IS AWESOME 3rd Pic: ""oh, you dont like BvS and call it a shit movie?? well bitch 4th Pic: ""oh, Zack was fired, Henry left and Ben is leaving""""",Yes
1060,@USER @USER bitch please. You commie dems are the ones riding hell bent for leather to destroy democracy and the Republic.,Yes
1061,@USER Legit just LOL'd... shit is funny asf,No
1062,@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it ðŸ¤·ðŸ¾â€â™€ï¸ shit hell out here,No
1063,@USER YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you,No
1064,@USER She donâ€™t even wear the shit I buy her now. Move away from me.,Yes
1065,@USER And who gives a shit,Yes
1066,Claire was def one of my fave characters when the show was on but damn she's actually super annoying most of the time #LostReWatch,No
1067,@USER How fucking sad ðŸ˜£,No
1068,@USER @USER Are you bipolar? You keep saying different shit to people commenting on what u said,Yes
1069,@USER @USER They on their bullshit,Yes
1070,Paul Ryan is in favor of the #tpp. That means that it really fucks Americans.,No
1071,Can we get a watch chicken' 'what the hell is that' 'it's like a watch dog but it's a chicken',No
1072,Do you know how many calories are in that?' - sodamnrelatable: '...Do you know how many fucks I give?' more... <URL>,No
1073,After all the shit Dez was talking about Jerry and The cowboys he is a fucking clown ass dude if he go back,Yes
1074,@USER Gotta give him credit where its due he may not be a mason but he is out there competing his ass off,No
1075,@USER @USER SHE IS A fucking MESS!! I HATE HER SO MUCH,Yes
